0,France,Italy,Portugal,Spain,Austria,Bel-Lux,Denmark,Finland,Germany,Greece,Ireland,Netherlands,Sweden,Switzerland,United Kingdom,Other WEM,Bulgaria,Croatia,Georgia,Hungary,Moldova,Romania,Russia,Ukraine,Other ECA,Australia,New Zealand,Canada,United States,Argentina,Brazil,Chile,Mexico,Uruguay,Other LAC,Algeria,Morocco,South Africa,Tunisia,Turkey,Other AME,China,Hong Kong,India,Japan,Korea,Malaysia,Philippines,Singapore,Taiwan,Thailand,Other Asia Pacific,Other,World,Unnamed: 55,Coeff. of variation
1955,67.2223625806421,0.184906163237989,0.0035992055780179953,0.001312882218693624,0.3203292964436016,2.0155551236900773,0.34912294106774555,0.03239285020216196,9.570287631949851,0.0,0.09357934502846788,0.44990069725224946,0.6442577984652211,3.818757118277093,2.224309047215121,0.18355948447891776,0.0,,0.3203292964436016,0.33472611875567354,,0.17276186774486377,0.8053222480815265,,0.6694522375113471,0.008710077498803549,0.039591261358197946,0.22315074583711572,0.9681863004868408,0.0005038887809225193,0.06478570040432392,0.003916799478222303,0.028793644624143962,0.0035992055780179953,0.8665870616212101,0.36567928672662836,0.10437696176252187,0.010797616734053985,0.025194439046125967,0.0,7.772124525172059,0.0,0.00899801394504499,0.007198411156035991,0.0035992055780179953,0.0,0.02159523346810797,0.0035992055780179953,,0.0,0.0,0.3725177773248625,,100.0,,4.455360260196786
1956,55.82804829953365,0.23132218760991172,0.0038398822683495186,0.0019702819907128216,0.6489401033510687,2.353847830498255,0.3532691686881557,0.23807270063767016,14.43411744672584,0.0,0.103676821245437,0.6259008097409715,0.5529430466423307,4.369786021381753,2.5074431212322357,0.199673877954175,0.0,,0.6489401033510687,0.03839882268349519,,0.02687917587844663,1.0310083890518458,,0.5721424579840784,0.008486139813052436,0.0422387049518447,0.27263164105281584,1.1289253868947584,0.000614381162935923,0.08063752763533989,0.0035896371409211807,0.08831729217203893,0.007679764536699037,0.9711260778569206,2.495923474427187,0.09215717444038846,0.011519646805048557,0.19199411341747596,0.0,10.14880883524778,0.0,0.011519646805048557,0.007679764536699037,0.0038398822683495186,0.0,0.023039293610097114,0.007679764536699037,,0.0,0.0038398822683495186,0.27647152332116537,,100.0,,3.787499671084116
1957,62.78841595580028,0.2054081092020154,0.003398377135516361,0.002028933101217333,1.2641962944120864,2.2429289094407983,0.3398377135516361,0.19370749672443258,11.044725690428173,0.0,0.08835780552342538,0.5777241130377814,0.7102608213229193,4.6319880357088,2.494408817469009,0.21409775953753074,0.0,,1.2641962944120864,0.047577279897229055,,0.003398377135516361,1.0645416377005,,0.8427975296080574,0.005165533245984869,0.04417890276171269,0.2616750394347598,1.0840823062297191,0.001563253482337526,0.05097565703274541,0.0,0.03398377135516361,0.003398377135516361,0.7732667334153928,0.3092523193319889,0.054374034168261774,0.010195131406549082,0.016991885677581805,0.0,8.20708078227201,0.0,0.016991885677581805,0.003398377135516361,0.006796754271032722,0.0,0.020390262813098164,0.006796754271032722,,0.0,0.003398377135516361,0.32624420500957063,,100.0,,4.1464665853284215
1958,64.66805632958564,0.15391068787568232,0.0032445966750080596,0.002614171541053994,0.5548260314263782,1.904578248229731,0.3504164409008705,0.07787032020019344,11.784375123629273,0.0,0.08111491687520149,0.538603048051338,0.6943436884517248,4.522967764961235,2.2647284791556257,0.18818660715046745,0.0,,0.5548260314263782,0.3471718442258624,,0.0,1.1615656096528855,,1.4308671336785543,0.007235450585267974,0.02271217672505642,0.2855245074007093,1.0999182728277321,0.22543457697955996,0.04542435345011284,0.0,0.02271217672505642,0.0,0.6895416853727129,0.14600685037536268,0.048668950125120895,0.012978386700032239,0.016222983375040297,0.0,6.297762146190644,0.0,0.00973379002502418,0.025956773400064477,0.006489193350016119,0.0,0.01946758005004836,0.0032445966750080596,,0.0,0.0032445966750080596,0.2822799107257012,,100.0,,4.293077766915203
1959,58.451586213757835,0.16467392222123042,0.0037808270513426797,0.0012266893368081326,0.5557815765473739,2.3176469824730628,0.42723345680172287,0.08317819512953896,14.370923622153528,0.0037808270513426797,0.06805488692416824,0.7070146586010811,0.9187409734762713,4.434910131224964,3.0473466033822003,0.18526052551579134,0.0,,0.5557815765473739,0.0037808270513426797,,0.0,1.2817003704051686,,1.652221421436751,0.008922751841168725,0.02268496230805608,0.33649360756949853,1.4026868360481342,0.06669378918568487,0.06427405987282556,0.0020180920551951826,0.0189041352567134,0.0,0.7139193183870547,0.850686086552103,0.0037808270513426797,0.015123308205370719,0.015123308205370719,0.0,7.459571772299108,0.0,0.015123308205370719,0.02646578935939876,0.0075616541026853595,0.0,0.02646578935939876,0.0075616541026853595,,0.0,0.01134248115402804,0.24575375833727423,,100.0,,3.934231217745819
1960,55.248324869946885,0.1509997451849132,0.0033061052522258922,0.002208180759014196,1.4414618899704892,2.27790651878364,0.4099570512760106,0.09587705231455088,16.037916578547804,0.0,0.0892648418100991,0.7471797870030517,0.8794239970920874,4.099570512760106,3.170554936884631,0.1719174731157464,0.0,,1.4414618899704892,0.4463242090504954,,0.0,1.8745616780120808,,1.8150517834720148,0.009025667338576687,0.033061052522258924,0.31407999896145977,1.3290543113948088,0.0016530526261129461,0.05950989454006606,0.0,0.026448842017807138,0.0033061052522258922,0.25952926229973255,1.35219704816039,0.0,0.009918315756677676,0.009918315756677676,0.0,7.306492607419222,0.0,0.013224421008903569,0.023142736765581245,0.013224421008903569,0.0,0.023142736765581245,0.0033061052522258922,,0.0,0.0033061052522258922,0.244651788664716,,100.0,,3.7220175930339474
1961,53.33637979907606,0.17624399334537638,0.0033201716493041922,0.0032878267513012935,1.8092793442482487,2.5326483545514913,0.4427966555518268,0.11959758091579617,14.272703904950268,0.0018564400619765376,0.11317144223972353,0.9730958994095092,0.9811642735250226,4.57387560423554,3.581037178782318,0.16508036243422133,0.0,,1.8092793442482487,1.0401419462632004,0.0,0.06890248691566764,2.0385139911319285,,1.8171692145116491,0.01592254360849107,0.03570077042262572,0.38738905985591165,1.626598501995673,0.009853412636644698,0.058049452707189426,0.0014280308169050287,0.019992431436670403,0.001285227735214526,0.2571883501245957,2.1848871498646942,0.030916867185993874,0.010353223422561458,0.007782767952132407,7.140154084525144e-05,7.368531912918681,0.0,0.01785038521131286,0.0024990539295838003,0.01820739291553912,0.0,0.024990539295838006,0.0,0.014280308169050288,0.0,0.004034187057756706,0.27807330082183174,,100.0,,3.6965646968519694
1962,56.90334317529548,0.19464336371680876,0.002200392820896826,0.002692976143002514,0.9762635163360548,2.2779820569813722,0.44150035646363694,0.12721655724508113,15.362804153529193,0.0016926098622283277,0.11069668498973263,0.9102855839063947,0.9985721143202241,4.7500726129630895,3.167211574201647,0.17054736971812628,0.0,,0.9762635163360548,0.2722732224380488,0.0,0.11238929485196095,1.8618708484511606,,0.41976724583262526,0.012626869572223323,0.027826506135033707,0.37349129219930277,1.2997551132051328,0.0037914460913914543,0.024272025424354218,0.000677043944891331,0.02379809466293029,0.0,0.2414677229454932,0.0,0.011475894865908061,0.009817137200924302,0.005280942770152382,0.0002031131834673993,6.090348806269969,0.0,0.017433881580951775,0.0011848269035598293,0.008801571283587304,0.0,0.014014809659250551,0.004739307614239317,0.01286383495293529,0.0,0.002809732371299024,0.26814325437421166,,100.0,,4.090026497566703
1963,40.76729360552449,0.31672996223993205,0.0033844920901077145,0.004276117728512757,2.172008244789867,3.126267878788385,0.5203761048173022,0.19308318454799692,20.945744084764396,0.002924869707500494,0.1508397092010969,1.1484709825765511,1.1873299658333436,6.378221587293363,4.518046237176013,0.193668158489497,0.18104943489428058,,2.172008244789867,0.41737890726032056,0.0,0.06351145650572501,3.1128970458398117,,0.7157574012783352,0.01688067659757428,0.04253596231765004,0.4678955854941505,1.5953910738826265,0.0015042187067145398,0.027911613780147573,0.0004178385296429278,0.03284210842993412,8.356770592858555e-05,0.35537166946131005,0.0,0.02047408795250346,0.017549218245002964,0.007019687298001186,0.0,7.74701882655063,0.0,0.02306468683628961,0.0014206510007859544,0.024652473248932737,0.0,0.018175976039467356,0.004470872267179327,0.017465650539074378,0.0,0.005014062355715132,0.3498562008700234,,100.0,,3.186232458275335
1964,44.35569216223064,0.32108791303864187,0.0037850932214387677,0.005449993511268763,1.037347283075535,3.0935026171215987,0.5672232556127526,0.19052923327915758,17.63061661485981,0.0027036380153134055,0.1537211328706765,1.1868970887225851,1.2966261687440905,5.591200662468561,4.746468276283997,0.1742687817870584,0.0001931170010938147,,1.037347283075535,0.2057468529653502,0.0,0.09501356453815683,4.097942763210748,,0.7975732145174547,0.02062489571681941,0.037812308814168916,0.5303765318040526,1.5944512078309718,0.0005407276030626811,0.021242870120319616,0.0003862340021876294,0.0438761826485147,0.00065659780371897,0.3613219090465273,0.0,0.01602871109078662,0.2547213244427416,0.0038623400218762943,0.0001931170010938147,7.647587736915937,0.0,0.019427570310037758,0.0016608062094068065,0.025105210142195907,0.0,0.01722603649756827,0.0037464698212200053,0.015024502685098782,0.0,0.0031284954177197982,0.3425509365402085,,100.0,,3.369188557882353
1965,37.699377835659085,0.2977692849640101,0.004343856359840097,0.010426454995372758,1.0026861580328041,3.994486198327243,0.7028359590221276,0.23047260743494455,19.432303480835525,0.0025235736947642464,0.18120086529618687,1.505787464623427,1.3257449610231973,6.415172552454133,5.049422742859838,0.21574486587205813,0.12468936255769572,,1.0026861580328041,0.02105736083008199,0.0,0.04633446783829436,5.303641765061908,,0.5936603691781465,0.028173011248105766,0.04422459474922917,0.6549294288821769,1.6710608566002,0.029869183731471897,0.015265552350295197,0.0002068503028495284,0.021222841072361612,0.00037233054512915116,0.4312828814412667,0.0,0.014645001441746611,0.26700237091817125,0.0022753533313448126,4.137006056990568e-05,8.501340596812767,0.0,0.025028886644792935,0.0028959042398933976,0.014479521199466988,0.0004964407268388682,0.017168575136510857,0.006826059994034438,0.024780666281373504,0.0,0.0039715258147109455,0.3977731323796431,,100.0,,3.0338187809391193
1966,36.36872808554279,0.3700243655334203,0.00420158396061764,0.010860838789607691,1.6740571919608718,3.217098035375875,0.6555201688817539,0.21062723072139736,21.3900812659409,0.0031785896049889976,0.14285385466099979,1.402232977465261,1.1590160694145513,5.785836862359398,4.527553804936167,0.21877465005372548,0.0013883494826388723,,1.6740571919608718,1.2121752403945398,0.0,0.23126979539747533,4.7203882409721665,,0.612700547996155,0.02422304492077822,0.04486560959685619,0.6087547126244445,1.8716777801607052,2.762084760197336e-05,0.023200050565149576,0.00021921307620613773,0.020861777752284108,0.0,0.5098165442300744,0.0,0.006320643697276971,0.011070260348409956,0.001680633584247056,7.307102540204591e-05,7.961453572679912,0.0,0.019692641345851376,0.0014248849953398955,0.014139243415295884,0.0005845682032163673,0.014358456491502022,0.005005365240040145,0.030434082079952123,0.00014614205080409182,0.004676545625730938,0.44430836995714024,,100.0,,2.9988778459140084
1967,21.18080601075109,0.4813991175875751,0.004600418898520835,0.017577072206612625,2.0267015256898677,4.0705895219817565,0.798736881211108,0.2955986143191076,22.57668594502586,0.0042966176505053084,0.21795569536199655,2.6236709780403777,1.6101032143040044,7.140544533356944,6.179707986240408,0.2453846080399698,0.08927416673827696,,2.0267015256898677,2.800960706346582,0.0,0.1657886810599018,7.803352056170247,,0.9553681246522561,0.0373675535059098,0.03719395279275807,0.741578846405901,2.3831037897903684,0.00234360962754835,0.07386710344606096,0.00021700089143966207,0.03506734405664939,0.0,0.5047006733103659,0.0,0.00720442959579678,0.01766387256318849,0.0,8.680035657586482e-05,9.05262618818838,0.0,0.032376533002797574,0.0013020053486379722,0.02026788326046443,0.000954803922334513,0.014018257587002168,0.008202633696419225,0.024390900197818012,0.0002604010697275944,0.005859024068870875,0.529699176004215,,100.0,,2.335685537282489
1968,16.590729244591408,0.5572117125901986,0.004823623780631571,0.018878665486264937,1.4366082273556853,4.308036614631132,0.7701996522832582,0.33041822897326256,24.12888889073702,0.0035761348718475433,0.1954399290428309,3.4104267617973987,1.8024551413384142,7.008267940657784,6.888176341705508,0.34730091220547304,1.0624447206477297,,1.4366082273556853,0.8991068395242743,0.0,0.20833064776693247,11.293932920858056,,1.1797502610370543,0.05771715351307431,0.05027380302399628,0.5370855581951497,2.7277592479471533,0.004657291926127034,0.12192124935182555,0.00041582963626134227,0.035595016863970895,0.0,0.6984274570645506,0.009938328306646082,0.019918239576918295,0.020209320322301234,0.00012474889087840267,4.1582963626134226e-05,8.505504128980373,0.0,0.030854559010591597,0.005821614907658792,0.020625149958562575,0.0005821614907658792,0.014886700978156052,0.007568099379956429,0.031686218283114284,0.00024949778175680534,0.006861188998312147,0.5503505235918865,,100.0,,2.2814135209313213
1969,19.658350712704213,0.6926975783743194,0.003310866585577222,0.017840106359178237,0.7745820593461585,3.6821979525343878,0.7074968305684919,0.2313106402894533,20.412488974492828,0.0031501449066657066,0.15149625454199464,3.38383422780305,1.3909175536360388,5.743099896880971,5.444543306134939,0.2752198029680794,0.322793419925888,,0.7745820593461585,0.2992316217974598,0.0,0.03889464629658679,21.97708237436065,,1.0831676828562686,0.06666735241249669,0.04429489470801371,0.8687006745167422,2.331010797925276,0.004982372046256985,0.03179074808869779,0.00019286601469381876,0.023401076449516677,0.00016072167891151566,0.48464015058978427,0.011379094866935308,0.010221898778772394,0.014561384109383317,0.0005785980440814563,0.00025715468625842503,6.290003625881075,0.0,0.025329736596454863,0.0028608458846249786,0.017004353628838356,0.0003857320293876375,0.011700538224758339,0.006911032193195173,0.03310866585577222,0.00032144335782303133,0.005078805053603894,0.36245953028125005,,100.0,,2.5040767134727866
1970,27.993930920731184,0.49547998384735253,0.004239106528471794,0.015194719504652144,0.6264518595776694,3.528725864963537,0.7393387158975578,0.26557727134218095,18.92791344295002,0.05037379835781418,0.13430260228840182,3.181862349604621,1.3552478624855864,5.209972030154912,4.361187291158627,0.2419869187778931,0.1804923474492828,,0.6264518595776694,0.2508780318213762,0.0,0.02449873253467465,19.786167354970942,,0.9049941904971893,0.053759578247437746,0.0375463721093216,0.7855559877242081,2.5099364381760725,0.003743626544624441,0.04481341187241611,0.00019268666038508157,0.024856579189675515,5.505333153859473e-05,0.5167856231527886,0.0006606399784631368,0.008615846385790075,0.01745190609773453,0.00022021332615437892,0.0,4.890139700581446,0.0,0.029040632386608714,0.0005230066496166499,0.03570208550277868,0.0005780599811552446,0.009056273038098831,0.0032756732265463865,0.028985579055070123,0.0003578466550008657,0.003991366536548118,0.31168443650575406,,100.0,,2.693446443918728
1971,15.774504976713674,1.0317595743778079,0.00509774700949982,0.01407222378071507,0.7809931571140891,3.70713046599818,0.8817270800563011,0.2811697467335499,22.028250065553365,0.06526337189407554,0.15571022452370406,2.7530886394418483,1.620350938672272,5.987960159428222,6.003497603906278,0.3341008444250031,0.2162726800138097,,0.7809931571140891,1.0239755894231823,0.0,0.02747288807514873,23.559527795999767,,1.0067592462294224,0.0733526111606471,0.04246087479170209,0.9948543280635247,3.4686352720746947,0.0022588819084011177,0.054915250719102846,0.0,0.05515945416865972,3.05254311946097e-05,0.5049822082524282,0.001312593541368217,0.0062271879637003785,0.023382480295071027,0.0006105086238921939,0.0,4.354819065085409,0.0,0.03595895794725022,0.0011599663853951686,0.04603235024147142,0.0011904918165897781,0.009554459963912836,0.00607456080772733,0.035378974754552636,0.001923102165260411,0.0020452038900388497,0.41554269485222184,,100.0,,2.4878860812180963
1972,21.674654029110062,0.7314341442601467,0.004723845515013448,0.40861263704866324,1.157265960121601,3.439213505118769,0.8239808811241737,0.2828465994661547,21.618069471005494,0.03055261373419988,0.15195036406626589,2.765913137115965,1.665612690382403,5.334973980754139,5.948337384157847,0.28015451546297493,0.3821743403759267,,1.157265960121601,0.7147990968820079,0.0,0.025397018897921758,19.791896827150428,,1.2441999558091872,0.06425445781174206,0.04574003103515709,0.9496453306310906,3.888283593271822,0.001828585360650367,0.07936568405600551,7.619105669376529e-05,0.06880052419447005,2.5397018897921762e-05,0.44404147841126407,0.0005079403779584352,0.003987331966973717,0.01066674793712714,0.001168262869304401,0.0,3.336380975601084,0.0,0.033295491775175434,0.0006349254724480441,0.08360698621195845,0.0008127046047334964,0.008863559595374694,0.003733361777994499,0.02483828448216748,0.00015238211338753057,0.002463510833098411,0.3164468554681052,,100.0,,2.4898843661430994
1973,20.411469252219728,2.636717945337541,0.005791362629937813,1.9576218216660526,1.2821511851694032,3.1895576552514826,1.2439658592110328,0.31923120838193797,19.78145845815564,0.9156238486429731,0.18588861514629665,2.6768101833813787,1.1991887383893185,5.684387216155548,7.5426141881321795,0.2898035527420101,0.35779320833249956,,1.2821511851694032,0.5007409883690134,0.0,0.070626373535827,15.8233681482118,,1.2330658555620035,0.0707440841583867,0.04892053473581616,1.23690322185745,4.522253781748026,0.0,0.10812897788335112,0.0,0.06271621969981438,2.354212451194233e-05,0.44461656353254286,0.00044730036572690436,0.00454363003080487,0.010735208777445703,0.002542549447289772,0.000494384614750789,2.8689845457723644,0.0,0.0434352197245336,0.000423758241214962,0.40306471376896463,0.0011064798520612896,0.011841688629506993,0.0032958974316719264,0.030298714246869782,0.00171857508937179,0.0031546446846002726,0.29973832928604976,,100.0,,2.2546366529371578
1974,15.36985514850318,1.2504858935879075,0.004416609751821119,0.015271891551477847,1.325355410706128,3.600069069391058,1.017017516646761,0.39073693262195763,20.278464584244038,0.685878209591546,0.15596485762153858,3.452325491367789,1.5891547220874922,6.099284855099282,7.895089022622886,0.336460523623674,0.3694254602652786,,1.325355410706128,0.25919645904964667,0.0,0.08780007337957647,20.213439317777464,,1.1565132089889183,0.11467221705029533,0.06603629761457842,1.309604609663489,4.780022237364039,0.0,0.12770919764302033,2.6606082842295905e-05,0.08649637532030398,2.6606082842295905e-05,0.5376823281599579,0.0,0.004815700994455558,0.14165078505238338,0.0016229710533800501,0.00010642433136918362,3.0190454322810005,0.0,0.037621001139006405,0.0007715764024265812,1.0014795642668601,0.0009046068166380607,0.014447102983366676,0.0046560644974017835,0.03927057827522876,0.0029000630298102533,0.004044124592028977,0.3395468292333803,,100.0,,2.2735693209716414
1975,21.555318143384703,0.4690910071735742,0.0009850911150645059,0.01672309440573792,2.027176787500601,3.4761285450086956,1.1914442491201611,0.3061053367311159,19.364780412635906,0.01437763936987005,0.1475056672057304,3.120932834376865,1.5999990618179856,5.0507028742378735,6.248714397458465,0.32796497766540444,0.6673757759058441,,2.027176787500601,0.5595786624573567,0.0,0.0321796430921072,19.930809076441896,,0.9572740183391129,0.12416838959884509,0.05589219350473137,1.416959750818857,3.832426619507384,0.0001876364028694297,0.10261365781921936,7.036365107603613e-05,0.060067103468576175,0.0003987273560975381,0.5105821067580769,0.001383818471162044,0.004995819226398565,0.16795803511849824,0.00035181825538018065,0.0002345455035867871,2.5736209017570975,0.0,0.030186006311619502,0.0012665457193686504,0.28860824216354153,0.0007505456114777188,0.0094756383449062,0.006051273992539108,0.03253146134748737,0.0001876364028694297,0.0031429097480629472,0.26961005637301183,,100.0,,2.4139121171746765
1976,17.411656787364002,0.5262421497016756,0.000523748111077497,0.024690982379367718,0.9969919400153783,3.345702933563051,1.4853995237882651,0.2928998960235297,22.425073468142774,0.005736288835610681,0.18949705466508676,3.5419837732859034,1.645466922688045,5.075717765610749,6.8212205775145955,0.36300732174918904,0.5417550699440662,,0.9969919400153783,0.7399563194075361,0.0,0.08479731322207094,19.363541295418628,,1.3575551039128724,0.1727121747243651,0.04429412596541118,1.7273212703335852,4.858137836037411,7.482115872535672e-05,0.14832047697989878,0.055666942091665395,0.0923043694808484,0.00022446347617607014,0.7626770112738028,0.0014216020157817777,0.0047386733859392585,0.012769477755794213,0.0008729135184624951,0.000174582703692499,2.4959340935329326,0.0,0.045990072229852595,0.0007980923597371383,0.44937587930449246,0.0006484500422864249,0.010150737200406728,0.008255267846031025,0.04025378339424192,0.000523748111077497,0.005586646518159968,0.29467066344669657,,100.0,,2.3753397850838907
1977,15.67209422010018,0.5756359981687427,0.0013472331872034402,0.02574440145001483,0.6477497164074141,3.923730924709016,1.3853231436780102,0.2645476076690392,23.287905446765794,0.006711670787158958,0.20487742505035592,3.7979238401730733,1.9824413873954332,4.993409580199689,7.790510628322614,0.36862749516771953,0.7981499303970345,,0.6477497164074141,0.8435884315290779,0.0,0.5633884237396205,15.70849401130353,,1.5676895269276396,0.1983617154540629,0.042401102673621,2.3490357852079184,5.746929349377003,0.00465407828306643,0.15821416647540038,0.29884081607058127,0.07253013576926158,0.002596485778973903,0.8473361893043893,0.0005878835725978648,0.0054134278976720055,0.015480934078410441,0.0009063205077550416,0.0,2.3905060722249263,0.0,0.049039288014205235,0.001126776847479241,0.5753910466801603,0.0019351167598013052,0.011782166600815542,0.010043011031880192,0.04756957908271057,0.0,0.007030107722316134,0.2979589907116845,,100.0,,2.2609226962287203
1978,18.167574772583777,0.5651302917631286,0.0008769263148048547,0.05256686075969101,0.5664213221710357,3.8867810178581172,1.4281475808526063,0.2529932418212006,21.160183258112543,0.010279525134656908,0.22347005588943714,3.9078272494134336,1.7321974214468894,5.048610948717349,8.000759028443593,0.30375753182268156,0.3747642042575747,,0.5664213221710357,0.49648644856534857,0.0,0.3653859645020228,14.217460187545308,,1.1242438946441238,0.19004941966965214,0.03924245258751725,2.549663260295115,8.008846237791237,0.008744904083748412,0.21591874595639532,0.11146707823741708,0.09349008878391755,0.0045551450241252175,0.9871023626343647,0.0,0.005310276017429397,0.015809032730787518,0.0005358994146029668,0.0,2.0418011287016036,0.0,0.05736559642681758,0.0010230807006056638,0.5083736719438143,0.006333356718035062,0.014396207001379698,0.011326964899562706,0.046379658427456755,0.0038243730951211716,0.007015410518438838,0.3062908745098956,,100.0,,2.2490649530365046
1979,18.601501794823683,0.4932038698748446,0.0013085904277239321,0.018500625163305282,0.4626909904585875,3.989602824019598,1.420449065411547,0.23722010132380306,21.334399238230183,0.006137648158442511,0.23680361805590872,3.4851977462555963,1.6987256488809315,4.695870765680376,8.99310128346991,0.3852908631462286,0.1300962207869868,,0.4626909904585875,0.43923640642453937,0.0,0.11398489437107519,15.055804373863438,,1.0137860345707417,0.18590497868482475,0.03676012843467175,2.2121399173346474,7.166186468765509,0.39208611646450425,0.21223110525014424,0.028496223592768797,0.15887740661568325,0.008088543465947451,0.7617478969786988,2.1920171994437535e-05,0.003836030099026569,0.013546666292562397,0.0001315210319666252,0.0,1.5784058248034638,0.0,0.06424802411569643,0.0007672060198053138,0.6038788182747598,0.010697043933285518,0.0147741959242509,0.013787788184501212,0.04298545728109201,0.0031565047671990054,0.0076062996820698255,0.2871323329551373,,100.0,,2.312234846338909
1980,14.624835904347911,0.4275037028397646,0.0013592425423623285,0.016245140707911054,0.49062078799236364,4.0011058095780125,1.4288927610249917,0.25437566482306606,22.782001173333242,0.005919282039319818,0.2292954475897999,3.7946544060066243,1.6810322526332035,5.102223808492372,7.710237551749871,0.37973290445577246,0.18814547578312102,,0.49062078799236364,0.3101703788603584,0.0,0.14688588764238064,18.155029942797814,,1.2318683621828908,0.15070053606772008,0.040558043602746896,2.4128528220944436,8.067542954256664,0.0886357677221112,0.13039959099953435,0.08878923058979726,0.1912366564036547,0.008593920590419883,1.0156611048800315,2.192326681229562e-05,0.0013373192755500329,0.016837068911843035,0.0,0.0,1.7994178934195997,0.0,0.059083204059136696,0.0007892376052426424,0.7087353695078927,0.0037927251585271426,0.013329346221875737,0.012255106148073252,0.045578471702762594,0.002828101418786135,0.006686596377750164,0.2631668948147966,,100.0,,2.309679792112607
1981,15.639959586241625,0.35595318632399703,0.0015686072617667665,0.02501727479022894,0.6015206641885353,3.762948048531904,1.510588903430906,0.19297891389633196,23.285693256034513,0.005027587377457585,0.23201310229491265,3.55484615180418,1.4841437938254791,5.442182342952248,8.238446000896117,0.40142268656572344,0.3799850539882443,,0.6015206641885353,0.8107286301393004,0.0,0.1528386562747106,15.970915608124903,,0.562908793129661,0.1506667385276489,0.04601247967849182,2.4209039843428863,8.341591983532037,0.012589078793153794,0.08973237951286298,0.16486464528158912,0.21391378773606534,0.008044139803932137,0.9822699114581532,0.0,0.0023328005431403195,0.018541742248063573,0.0018501521549043913,0.0,1.8590610397372462,0.0,0.06632393268342046,0.0004826483882359282,0.6568040149910589,0.0017496004073552398,0.017254679879434433,0.012166761453447356,0.04351879633927286,0.0035595318632399703,0.009612747065698903,0.23969525580766785,,100.0,,2.300876079371726
1982,15.444860464720206,0.2954799569173807,0.001723633082018054,0.030573967764367865,0.6840566197051889,3.86124589534223,1.718728935510884,0.20303987317343627,23.11812611535989,0.006566221264830682,0.2033271453537726,4.009150029332542,1.6525537368262622,5.423226817596735,8.31107144931072,0.27067195220119233,0.3848216050019832,,0.6840566197051889,1.2318436287236887,0.0,0.061558324357787644,13.67198072321592,,0.8450521573422564,0.1845108175417422,0.06912999825379554,2.4994731633407046,9.06364248402613,0.0016415553162076706,0.09063437289611602,0.003529343929846492,0.10910187020345231,0.0035909022542042796,0.9422322320617503,0.0002462332974311506,0.0014979192260394995,0.02560826293283966,0.001231166487155753,0.0,2.1015806741334178,0.0,0.0752858306895743,0.0006361026850304724,0.7617637444861696,0.0016415553162076706,0.011901276042505612,0.01604620321592998,0.04666120986320304,0.0014363609016817117,0.01001348742886679,0.26496754747737067,,100.0,,2.239765295459927
1983,11.601975059303305,0.36865818982792287,0.0008623583387787669,0.046330201750889255,0.4368276165083844,4.2902542943828355,1.9158584033478476,0.26679211105968104,24.56981793243983,0.007588753381253149,0.21638726615806209,4.1865125862277495,1.9116112885293621,4.770286063664035,9.599988616869929,0.4215854328704697,0.22041879139185283,,0.4368276165083844,0.5173934443087906,0.0,0.04742970863283218,13.61012736385895,,1.320119703961006,0.15811340141508692,0.053940514090611874,2.6399160235449695,10.258744151863027,0.0,0.08778807888767846,0.0011857427158208044,0.004160878984607551,0.0014228912589849655,0.6296293821008472,0.0,0.000625209795614606,0.034817717928192715,0.0009270352141871744,0.0,2.3309761486774763,0.0,0.07547791360161157,0.0007761225049008903,1.0067818015657408,0.0016384808436796573,0.01705313614935012,0.019942036584258985,0.05327218637805833,0.0034278743966455983,0.013970205088216022,0.27192314317541466,,100.0,,2.2508176066717396
1984,11.805389979423197,0.29803703824672567,0.0012248097462194206,0.03682594636966391,0.400226998072966,3.9067348205245453,1.9031706241630468,0.24739115524055263,21.969208282980045,0.009553516020511481,0.24369631250612403,4.39080004572623,1.8536883104157822,4.61592007708136,10.402921579514649,0.42233481399222655,0.13264689551556325,,0.400226998072966,0.4844939086128621,0.0,0.04695104027174445,14.815788614168598,,1.426148055002123,0.1969085802005422,0.06599683182545645,3.3160090799229187,10.61171081425352,0.0,0.04529754711434824,0.0010002612927458602,0.0021842440474246333,0.0027558219289936965,0.6849952640689814,0.00022454845347356044,0.0014697716954633047,0.06038312048861743,0.00012248097462194205,0.0008369533265832707,2.3491238527615375,0.0,0.07585655028252279,0.0008369533265832707,0.9982811836561387,0.004531796061011856,0.017861808799033214,0.0052870954045138325,0.054299898749060986,0.005450403370676422,0.013534147695724598,0.24722784727439004,,100.0,,2.1828045823736497
1985,13.336045097203513,1.3396787570892144,0.0005833144080214286,0.07909743372770572,0.4818177010257001,3.911239768665283,1.985485582023339,0.20892377713967503,21.43964329157321,0.013610669520500003,0.23373408329418646,4.177017256773447,1.7771451192916854,4.5409082283108155,10.453383068016016,0.44563276391477075,0.03208229244117857,,0.4818177010257001,1.4319396526246038,0.0,0.050553915361857146,13.193930263595893,,1.6634376973547078,0.25508339062777075,0.07489756998995144,2.69518477844941,9.656828356235552,0.0,0.10213835284455215,0.0013416231384492858,0.004510964755365715,0.005541486876203572,0.6583675285201858,3.888762720142857e-05,0.002313813818485,0.020960431061570004,0.00019443813600714287,0.0,2.1177812897625987,0.0,0.07758081626685001,0.007777525440285716,0.8806686494171523,0.003247116871319286,0.029749034809092863,0.008652497052317859,0.041201441019913576,0.002313813818485,0.018257740971070715,0.20765992925562857,,100.0,,2.1349283268459507
